date,strategy_nav,benchmark_nav,strategy_drawdown,benchmark_drawdown
2021-10-31,1.076848638218344,1.2910898374878619,-0.005717924739002789,-0.009717534191068355
2021-11-30,1.0789454946386063,1.2835795110951218,-0.0037818432145722003,-0.015478050867199666
2021-12-31,1.0871682436985295,1.314024446992199,0.0,0.0
2022-01-31,1.09293333482394,1.3062604229153114,0.0,-0.005908584193132227
2022-02-28,1.1130880324966088,1.3370019476316604,0.0,0.0
2022-03-31,1.1170612805410163,1.330862243000031,0.0,-0.0045921433715973015
2022-04-30,1.1081557635441286,1.2817954472830788,-0.007972272561962312,-0.04129126397038785
2022-05-31,1.090752296181481,1.2809402813881543,-0.023551961577965685,-0.04193087851727717
2022-06-30,1.0832521278899614,1.2783066184410563,-0.03026615749735806,-0.043900705825130504
2022-07-31,1.0803473670402954,1.262754008212989,-0.032866516940717405,-0.055533157262928956
2022-08-31,1.0786811335290822,1.2261255206299784,-0.034358139235965424,-0.0829291439687776
2022-09-30,1.0848850273357362,1.1730226100164862,-0.02880437605866748,-0.12264704468504628
2022-10-31,1.0781325131990374,1.1533258535721453,-0.034849267466441014,-0.13737907740888133
2022-11-30,1.0944222341204106,1.2157539253483518,-0.02026661098632032,-0.09068649637951909
2022-12-31,1.1116678542665939,1.2330691471832558,-0.004828227751131342,-0.07773571357357345
2023-01-31,1.1359859099468086,1.2905334726746118,0.0,-0.03475572719947184
2023-02-28,1.135849423053964,1.2410194091643263,-0.00012014840294194418,-0.07178937819601217
2023-03-31,1.1394243557874686,1.282996219342909,0.0,-0.04039315603422722
2023-04-30,1.1370199440157134,1.2873399486729458,-0.0021101986801865813,-0.03714429814158826
2023-05-31,1.142661772211435,1.257752646118605,0.0,-0.059273886364515804
2023-06-30,1.1489599678420153,1.248806103293013,0.0,-0.06596538209602154
2023-07-31,1.1432617000664187,1.2889624448731967,-0.004959500709410314,-0.03593076498023051
2023-08-31,1.1555890785932377,1.267265780718914,0.0,-0.052158612810008
2023-09-30,1.1770806026801848,1.2454034987574738,0.0,-0.0685103331647664
2023-10-31,1.1843353740633262,1.2595655543948743,0.0,-0.057917936001481096
2023-11-30,1.1831538841466571,1.2921211673786335,-0.0009975974226080764,-0.03356822354113087
2023-12-31,1.1786980597458037,1.3006779530069352,-0.0047598969354276655,-0.027168243613308718
2024-01-31,1.1868996096770492,1.289055489452258,0.0,-0.035861173025464876
2024-02-29,1.1956757408456522,1.3075481756021203,0.0,-0.022029715126229865
2024-03-31,1.1717888625841468,1.346666424527946,-0.01997772259275843,0.0
2024-04-30,1.1619087925704255,1.3610478926638787,-0.02824089100557048,0.0
2024-05-31,1.1554564541618508,1.3702014535146305,-0.03363728585423664,0.0
2024-06-30,1.159568042045715,1.370686282161246,-0.03019857103933521,0.0
2024-07-31,1.1409430771408775,1.4043630633020412,-0.04577550738468983,0.0
2024-08-31,1.132872801044632,1.4216113215072599,-0.052525059809779395,0.0
2024-09-30,1.1509827114827693,1.4808424133370854,-0.037378887800528005,0.0
2024-10-31,1.1523525558063485,1.4865211720774767,-0.036233222402474285,0.0
2024-11-30,1.1405513145949888,1.4686885047259766,-0.04610315687401678,-0.011996241753205683
2024-12-31,1.141930167569095,1.4613990184134649,-0.04494995711675576,-0.01689996357663881
2025-01-31,1.143704950819085,1.4924664789260544,-0.043465622201057874,0.0
2025-02-28,1.1487777619967747,1.50183282284785,-0.03922299102238913,0.0
2025-03-31,1.1496479471864736,1.5462134771309097,-0.03849521411768797,0.0
2025-04-30,1.1706698058409162,1.5554958461234434,-0.020913642512350727,0.0
2025-05-31,1.171295726889261,1.574488287094966,-0.020390155226489903,0.0
2025-06-30,1.1748363049833517,1.59981397562356,-0.017429002822756612,0.0
2025-07-31,1.1800358842594807,1.6064997949666886,-0.0130803495060543,0.0
2025-08-31,1.191798102695911,1.6594308813436354,-0.003243051621168336,0.0
2025-09-30,1.199209350665832,1.7228414490270707,0.0,0.0
2025-10-31,1.2015889154948476,1.7461442523971769,0.0,0.0
2025-11-30,1.1808224380396812,1.7767768688783716,-0.017282514167180185,0.0
2025-12-31,1.174880989666751,1.8016379043249415,-0.02222717393918172,0.0
2026-01-31,1.1770500544999014,1.8914869991408796,-0.02042201012218925,0.0
2026-02-28,1.1490455358625045,1.961684855679685,-0.04372824928291241,0.0
2026-03-31,1.1175671843395234,1.934951002248115,-0.06992552117603523,-0.013628006228506795
2026-04-30,1.1102274862452413,1.9763122354486975,-0.07603384824166859,0.0
2026-05-31,1.110220240831173,1.9787543417070008,-0.07603987810260915,0.0
2026-06-30,1.1453055695907841,1.892404098250655,-0.04684076657022462,-0.04363868805556459
2026-07-31,1.1506989217900423,1.908909899526165,-0.04235224963260198,-0.03529717697073176
2026-08-31,1.119251259154479,1.9799514485856327,-0.06852398127063253,0.0
