data_cutoff_date,backtest_start,backtest_end,observations,cumulative_return,annualized_return,annualized_volatility,sharpe_ratio,max_drawdown,monthly_win_rate,rebalance_count,annualized_turnover,total_transaction_cost,benchmark_cumulative_return,benchmark_annualized_return,excess_cumulative_return,excess_annualized_return
2026-08-31,2018-01-31,2026-08-31,104,0.11925149312866035,0.013084105853264916,0.03818443363233444,0.34265549095863357,-0.07603989029158165,0.5673076923076923,104,2.99,0.02591333333333333,0.9799513332411838,0.08200524790699637,-0.8606998401125234,-0.06892114205373145
