date,gross_return,transaction_cost,strategy_return,benchmark_return,excess_return,turnover
2021-09-30,0.009977474560457798,0.0003533333333333333,0.009624141227124464,-0.006790896681566956,0.01641503790869142,0.35333333333333333
2021-10-31,-0.0030741790723129063,0.0006204761904761905,-0.0036946552627890967,0.015347426536999853,-0.01904208179978895,0.6204761904761905
2021-11-30,0.0024343584135756474,0.0004871428571428572,0.0019472155564327902,-0.005817044000093229,0.007764259556526019,0.4871428571428572
2021-12-31,0.008131097729943464,0.0005099999999999999,0.007621097729943464,0.023718776775349358,-0.016097679045405894,0.51
2022-01-31,0.0056295175904553935,0.0003266666666666667,0.0053028509237887265,-0.005908584193132222,0.011211435116920947,0.32666666666666666
2022-02-28,0.018849492782585683,0.00040857142857142855,0.018440921354014254,0.023533993817052158,-0.005093072463037904,0.4085714285714286
2022-03-31,0.0035695721527932616,0.0,0.0035695721527932616,-0.00459214337159728,0.008161715524390541,0.0
2022-04-30,-0.00797227256196238,0.0,-0.00797227256196238,-0.036868425695469255,0.028896153133506873,0.0
2022-05-31,-0.015571559367840215,0.0001333333333333333,-0.015704892701173548,-0.0006671625310709293,-0.015037730170102619,0.13333333333333333
2022-06-30,-0.00671423780298031,0.0001619047619047619,-0.006876142564885072,-0.0020560388219222287,-0.004820103742962843,0.16190476190476188
2022-07-31,-0.0025196139490937784,0.0001619047619047619,-0.0026815187109985403,-0.012166572560685101,0.009485053849686561,0.16190476190476188
2022-08-31,-0.001380407981243692,0.0001619047619047619,-0.001542312743148454,-0.02900682741434818,0.027464514671199727,0.16190476190476188
2022-09-30,0.005751369532492883,0.0,0.005751369532492883,-0.043309522328683056,0.04906089186117594,0.0
2022-10-31,-0.0061541748817214885,6.999999999999997e-05,-0.006224174881721488,-0.016791455063312068,0.01056728018159058,0.06999999999999998
2022-11-30,0.015109201069392123,0.0,0.015109201069392123,0.05412873697650222,-0.0390195359071101,0.0
2022-12-31,0.015891072539027933,0.00013333333333333334,0.0157577392056946,0.014242373784598403,0.0015153654210961973,0.13333333333333336
2023-01-31,0.02198814622932474,0.00011285714285714286,0.021875289086467596,0.046602678870543424,-0.024727389784075827,0.11285714285714285
2023-02-28,0.00039318493039137504,0.0005133333333333333,-0.00012014840294195827,-0.03836712844624501,0.03824698004330305,0.5133333333333333
2023-03-31,0.003414507869569255,0.0002671428571428571,0.0031473650124263976,0.033824459044398694,-0.030677094031972295,0.2671428571428571
2023-04-30,-0.0014197224897103953,0.0006904761904761905,-0.0021101986801865856,0.003385613507311358,-0.0054958121874979435,0.6904761904761905
2023-05-31,0.005220990657439592,0.000259047619047619,0.0049619430383919735,-0.022983286260044096,0.02794522929843607,0.25904761904761897
2023-06-30,0.005995196759368068,0.0004833333333333334,0.005511863426034735,-0.007113117871944852,0.012624981297979586,0.4833333333333334
2023-07-31,-0.004476167376077034,0.0004833333333333334,-0.004959500709410367,0.03215578581358175,-0.03711528652299212,0.4833333333333334
2023-08-31,0.01095025833843285,0.0001676190476190476,0.010782639290813802,-0.016832658112406824,0.027615297403220627,0.1676190476190476
2023-09-30,0.018597894775113376,0.0,0.018597894775113376,-0.017251536571150753,0.03584943134626413,0.0
2023-10-31,0.006643359897888572,0.00048000000000000007,0.006163359897888572,0.011371459652658695,-0.005208099754770123,0.48000000000000004
2023-11-30,-0.0009975974226079476,0.0,-0.0009975974226079476,0.02584669997537343,-0.026844297397981377,0.0
2023-12-31,-0.003405104140146179,0.0003609523809523809,-0.00376605652109856,0.0066222780373309306,-0.010388334558429491,0.3609523809523809
2024-01-31,0.007090047997513658,0.00013190476190476187,0.006958143235608896,-0.008935696594078722,0.015893839829687617,0.13190476190476189
2024-02-29,0.007910831343316034,0.0005166666666666666,0.007394164676649367,0.014345919396937936,-0.006951754720288569,0.5166666666666666
2024-03-31,-0.019481055926091746,0.0004966666666666666,-0.01997772259275841,0.029917252500323364,-0.04989497509308177,0.49666666666666665
2024-04-30,-0.008349708073135259,8.190476190476184e-05,-0.008431612835040021,0.0106793099419361,-0.01911092277697612,0.08190476190476184
2024-05-31,-0.005371318046832669,0.00018190476190476187,-0.00555322280873743,0.0067253774831067805,-0.012278600291844211,0.18190476190476187
2024-06-30,0.003740314833573507,0.0001819047619047619,0.003558410071668745,0.0003538374925614044,0.0032045725791073404,0.1819047619047619
2024-07-31,-0.015969128208152748,9.285714285714283e-05,-0.016061985351009892,0.02456928443735119,-0.04063126978836108,0.09285714285714283
2024-08-31,-0.006847147587675949,0.00022619047619047624,-0.007073338063866425,0.01228190818737669,-0.019355246251243116,0.22619047619047622
2024-09-30,0.016319161946605668,0.00033333333333333327,0.015985828613272333,0.04166475810492707,-0.025678929491654737,0.33333333333333326
2024-10-31,0.0012601519544237039,7.000000000000003e-05,0.0011901519544237039,0.003834816378330286,-0.0026446644239065823,0.07000000000000003
2024-11-30,-0.009860998860892853,0.00037999999999999997,-0.010240998860892853,-0.011996241753205817,0.0017552428923129637,0.38
2024-12-31,0.0015708402621858618,0.00036190476190476196,0.0012089355002811,-0.004963262318085365,0.006172197818366465,0.36190476190476195
2025-01-31,0.0015541959573307936,0.0,0.0015541959573307936,0.02125871176943682,-0.019704515812106027,0.0
2025-02-28,0.004435419444548929,0.0,0.004435419444548929,0.006275748269090192,-0.001840328824541263,0.0
2025-03-31,0.0008627259388279082,0.00010523809523809531,0.0007574878435898129,0.029550995029462127,-0.028793507185872314,0.1052380952380953
2025-04-30,0.01892880820926323,0.0006433333333333333,0.018285474875929898,0.006003290703271845,0.012282184172658053,0.6433333333333333
2025-05-31,0.0009013358323202189,0.00036666666666666667,0.0005346691656535523,0.012209895011198414,-0.01167522584554486,0.3666666666666667
2025-06-30,0.003322787510284609,0.0002999999999999999,0.003022787510284609,0.016085028219118613,-0.013062240708834005,0.29999999999999993
2025-07-31,0.0045876951925151715,0.0001619047619047619,0.00442579043061041,0.004179122976171467,0.00024666745443894297,0.16190476190476188
2025-08-31,0.009967678604800545,0.0,0.009967678604800545,0.03294808162614441,-0.022980403021343868,0.0
2025-09-30,0.006323781280662133,0.00010523809523809527,0.006218543185424038,0.03821223794033056,-0.03199369475490652,0.10523809523809527
2025-10-31,0.0019842780809659353,0.0,0.0019842780809659353,0.013525796806935287,-0.011541518725969351,0.0
2025-11-30,-0.016879180833846773,0.00040333333333333323,-0.017282514167180105,0.017543004502142943,-0.03482551866932305,0.40333333333333327
2025-12-31,-0.004869714033207218,0.0001619047619047619,-0.00503161879511198,0.013992210210539258,-0.019023829005651235,0.1619047619047619
2026-01-31,0.0024000091408155817,0.0005538095238095238,0.001846199617006058,0.049870784023942814,-0.04802458440693676,0.5538095238095238
2026-02-28,-0.023482122119475438,0.00031000000000000005,-0.02379212211947544,0.03711252394052386,-0.060904646059999304,0.31000000000000005
2026-03-31,-0.026845216760798526,0.0005499999999999998,-0.027395216760798525,-0.013628006228506767,-0.013767210532291758,0.5499999999999998
2026-04-30,-0.006464710514043829,0.00010285714285714278,-0.006567567656900971,0.02137585559144754,-0.02794342324834851,0.10285714285714279
2026-05-31,0.0005696644135969059,0.0005761904761904761,-6.526062593570272e-06,0.001235688478014635,-0.0012422145406082053,0.5761904761904761
2026-06-30,0.0317340387072779,0.00013190476190476187,0.03160213394537314,-0.043638688055564645,0.07524082200093779,0.13190476190476189
2026-07-31,0.004842427868851215,0.00013333333333333342,0.004709094535517881,0.008722133550000266,-0.004013039014482384,0.13333333333333341
2026-08-31,-0.027211565016134878,0.00011761904761904761,-0.027329184063753925,0.03721576857928277,-0.0645449526430367,0.1176190476190476
